"h3_id","centroid_lat","centroid_lon","pop_census_2022","pop_ambient_2022"
"89a81002dd3ffff",-23.7363851892437,-46.7138723181152,1029.52573724472,27294.06070725
"89a8108dc13ffff",-23.8991137451458,-46.7676926683768,1.84606549019718,200.000000000006
"89a8100e4b3ffff",-23.6376459648214,-46.6619733197098,340.251515372165,89386.7266729735
"89a81005657ffff",-23.6317687668085,-46.6893460766826,179.686871255815,158915.843925885
"89a8108d523ffff",-23.9227324483938,-46.7530898341336,2.60847472624962,NA
"89a81010d37ffff",-23.8192341332042,-46.7102101327057,0.433899755558399,5698.93078663407
"89a8100ddc3ffff",-23.5228558236182,-46.6218578342159,25.3441895347644,101261.514613625
"89a81076073ffff",-23.4572784640529,-46.6444090185138,416.069422621117,23751.9831313095
"89a8107018bffff",-23.485489827952,-46.4983224483152,247.742674098226,26788.3804945151
"89a810135bbffff",-23.9165454481208,-46.6242993867047,0.272657880479909,NA
"89a8100d6d3ffff",-23.5727922078071,-46.5376165542,556.627416975541,54684.4002552299
"89a81072a0fffff",-23.486052521955,-46.519767781135,0.369419027176731,7923.58468310009
"89a81001903ffff",-23.6451916421019,-46.6315862733827,266.110103794267,61796.6980294031
"89a8108f6b7ffff",-23.9860023534299,-46.7396676981802,0.026535120808052,NA
"89a81012ecbffff",-23.8837284632344,-46.6723230094949,0.325628852669287,200.000000000026
"89a8103b253ffff",-23.5144221119802,-46.7042356812462,190.758602089597,72212.748135143
"89a81046933ffff",-23.5657883675992,-46.4210592668003,636.967311848037,20758.8346891557
"89a8108c053ffff",-23.9290578316805,-46.780831873564,1.72706619283965,NA
"89a81000b23ffff",-23.6367916745557,-46.68031274273,103.055032543935,82594.5883478719
"89a8100f177ffff",-23.5864267734418,-46.6084261253547,345.517322996491,78265.2175839854
"89a81077427ffff",-23.4673493295275,-46.5926799689731,414.557574720204,41646.7784605424
"89a8100c203ffff",-23.5496329979368,-46.607342687025,620.561609187571,92708.7155445769
"89a810744b3ffff",-23.4346735679434,-46.6345631709469,0.032654900531195,1179.17219707126
"89a8100ea87ffff",-23.5632407229173,-46.6781377991099,962.347007611201,222756.245247282
"89a81076d37ffff",-23.4214852168734,-46.719845352739,78.4855448883402,13057.4802364902
